symbol,price,day_change_pct,avg_entry_return,median_entry_return,best_entry_return,worst_entry_return,pct_profitable_entries,entry_days,roll3m_avg,roll3m_median,roll3m_best,roll3m_worst,roll3m_pos_pct,roll3m_windows,high_52w,low_52w,as_of
KOLTEPATIL,382.95,-1.83,6.41,4.93,29.42,-4.6,80.0,125,6.35,7.0,23.18,-22.43,82.9,82.0,408.0,292.25,2026-07-31
ZENSARTECH,520.9,-2.63,1.63,0.77,25.45,-22.2,51.6,126,-15.12,-16.16,5.13,-24.13,3.6,83.0,680.18,412.97,2026-07-31
COSMOFIRST,883.1,-0.67,23.93,23.59,53.09,-2.87,97.6,126,17.58,18.18,38.58,-9.31,95.2,83.0,924.9,558.1,2026-07-31
ROUTE,549.3,0.14,6.51,5.68,33.14,-7.85,78.6,126,1.76,4.27,24.88,-33.73,59.0,83.0,646.81,407.72,2026-07-31
KEC,468.75,-1.84,-13.18,-13.59,0.89,-29.74,1.6,126,-11.3,-11.74,5.89,-29.11,4.8,83.0,670.55,460.3,2026-07-31
MASTEK,1930.2,1.39,16.96,17.96,43.81,-8.24,92.1,126,-3.08,0.28,18.92,-28.77,53.0,83.0,2174.8,1334.2,2026-07-31
ICICIGI,1637.9,-0.66,-8.78,-9.19,3.44,-16.1,4.8,126,-3.36,-3.83,8.42,-14.45,26.5,83.0,1975.6,1544.6,2026-07-31
JAMNAAUTO,130.32,-1.25,2.74,3.28,18.02,-12.09,59.5,126,0.36,3.58,20.18,-23.94,59.0,83.0,152.6,109.22,2026-07-31
JAYKAY,158.03,-1.63,-1.83,-3.57,33.57,-26.13,30.2,126,13.37,10.5,51.49,-27.74,78.3,83.0,216.88,115.52,2026-07-31
BLISSGVS,455.15,-0.19,60.2,67.62,172.48,-15.49,76.2,126,79.45,77.87,150.29,22.58,100.0,83.0,551.92,164.02,2026-07-31
GLOBAL,102.82,0.62,2.95,1.35,33.84,-13.86,67.5,126,11.01,6.7,42.11,-7.42,85.5,83.0,121.3,73.0,2026-07-31
OSWALAGRO,37.97,-0.71,-15.3,-14.95,12.04,-31.62,3.2,126,-6.14,-4.89,23.58,-27.83,27.7,83.0,56.0,33.4,2026-07-31
LTM,4441.4,0.42,4.15,5.87,25.53,-25.53,74.6,126,-14.78,-12.49,5.42,-29.79,2.4,83.0,6192.51,3528.0,2026-07-31
SIGMAADV,599.4,-0.99,137.68,104.64,315.44,-2.54,96.8,125,133.93,132.19,296.09,-23.33,90.2,82.0,638.1,140.1,2026-07-31
IXIGO,193.48,-0.28,7.88,10.21,27.56,-12.94,72.2,126,-3.01,-4.09,33.38,-29.81,43.4,83.0,225.55,151.27,2026-07-31
5PAISA,347.0,-0.4,6.83,6.7,39.3,-11.22,77.6,125,5.88,3.01,42.89,-25.48,63.4,82.0,400.0,245.5,2026-07-31
BANDHANBNK,172.72,-0.5,-5.25,-5.59,22.19,-20.31,31.7,126,20.43,19.86,44.45,-13.52,91.6,83.0,220.76,140.7,2026-07-31
TATACONSUM,1094.2,-0.17,-2.2,-1.94,8.74,-13.18,27.8,126,1.45,2.44,10.58,-12.26,68.7,83.0,1271.94,998.75,2026-07-31
MONARCH,386.2,-0.58,26.08,27.91,59.26,-2.87,97.6,126,17.2,20.13,44.43,-9.5,88.0,83.0,403.8,235.45,2026-07-31
TEGA,1477.4,-1.79,-12.58,-12.93,-1.57,-21.09,0.0,125,-3.42,-3.56,11.03,-13.4,24.4,82.0,1894.0,1473.0,2026-07-31
RELAXO,408.15,-0.23,23.64,21.22,71.56,-7.23,93.6,125,7.94,2.59,75.64,-33.26,51.2,82.0,454.7,236.5,2026-07-31
MAHLIFE,385.4,-0.5,11.46,12.19,32.22,-0.5,99.2,126,-0.17,-5.17,24.74,-16.33,37.3,83.0,408.0,284.1,2026-07-31
STCINDIA,117.35,-1.39,-0.09,-1.04,19.97,-19.12,35.7,126,5.39,3.05,31.24,-17.93,56.6,83.0,150.0,97.04,2026-07-31
EIEL,213.61,-1.14,14.8,13.28,55.76,-12.63,72.2,126,21.5,20.23,59.36,-17.83,91.6,83.0,247.4,134.71,2026-07-31
JKCEMENT,5567.0,-1.33,3.16,2.25,18.86,-6.51,72.2,126,-1.69,-2.65,12.21,-11.76,34.9,83.0,5997.68,4654.18,2026-07-31
GUFICBIO,383.95,0.42,20.8,26.95,40.38,-5.67,87.3,126,14.68,22.27,48.67,-12.76,61.4,83.0,448.0,268.0,2026-07-31
AURUM,216.82,-0.17,16.53,20.5,40.0,-13.56,81.7,126,11.76,6.25,45.72,-11.39,67.5,83.0,264.64,151.9,2026-07-31
LGEINDIA,1499.6,-1.23,-2.27,-2.8,13.71,-8.99,15.9,126,3.25,1.47,18.89,-7.74,57.8,83.0,1705.2,1304.1,2026-07-31
JAYAGROGN,220.39,-1.74,11.6,8.68,47.15,-6.47,78.4,125,16.98,15.48,36.78,-13.91,95.1,82.0,243.0,147.26,2026-07-31
NFL,71.11,-1.22,-5.28,-5.53,10.21,-14.09,15.1,126,-1.36,-2.29,16.26,-22.0,34.9,83.0,86.68,63.35,2026-07-31
STLTECH,530.55,2.04,101.61,74.71,430.97,-18.92,70.6,126,179.38,181.94,275.5,74.35,100.0,83.0,679.9,85.3,2026-07-31
PERSISTENT,5514.7,0.57,9.58,10.27,28.74,-11.86,89.7,126,-5.65,-7.91,17.06,-23.29,32.5,83.0,6529.82,4229.81,2026-07-31
SALZERELEC,570.25,-0.06,-7.88,-9.38,16.12,-26.14,15.1,126,6.09,5.99,29.68,-21.77,71.1,83.0,779.8,488.8,2026-07-31
ONMOBILE,61.86,-0.39,17.42,20.1,52.63,-22.7,87.3,126,13.09,8.15,82.38,-29.26,78.3,83.0,84.0,40.21,2026-07-31
RCF,125.54,-1.86,-1.18,-2.43,17.69,-8.34,28.6,126,2.0,0.6,24.47,-19.81,53.0,83.0,140.0,106.0,2026-07-31
KANORICHEM,143.18,-5.0,66.5,60.56,155.04,-11.48,93.7,126,53.22,43.13,138.74,-14.72,92.8,83.0,164.6,56.0,2026-07-31
GENUSPOWER,307.4,-1.98,6.98,1.03,43.04,-11.91,51.6,126,18.27,17.8,48.74,-19.38,94.0,83.0,358.95,206.36,2026-07-31
INGERRAND,4277.7,-0.17,6.23,4.24,34.05,-8.85,57.9,126,17.45,17.06,37.45,-4.92,94.0,83.0,4734.83,3136.84,2026-07-31
HPL,330.9,-1.59,-2.82,-4.78,28.7,-17.68,27.0,126,8.7,7.58,49.34,-25.04,69.9,83.0,405.0,255.55,2026-07-31
CARTRADE,2791.7,-2.24,37.73,47.08,71.97,-6.27,92.1,126,14.88,7.59,78.13,-39.97,51.8,83.0,3081.5,1600.0,2026-07-31
HERITGFOOD,329.4,0.2,-0.57,0.07,12.91,-16.33,50.0,126,-3.83,-1.41,12.37,-32.47,43.4,83.0,400.97,290.36,2026-07-31
STANLEY,154.64,-1.33,0.89,-0.18,25.01,-20.29,47.2,125,-3.4,-4.46,24.77,-35.75,40.2,82.0,213.6,123.0,2026-07-31
VADILALIND,7263.5,-0.07,43.32,49.45,77.59,-0.07,99.2,125,18.94,13.36,55.58,-20.62,72.0,82.0,7449.0,4062.0,2026-07-31
AMBER,7401.0,-0.14,-0.07,-2.85,33.42,-16.3,31.7,126,11.75,8.69,48.82,-12.09,67.5,83.0,8974.0,5473.0,2026-07-31
DMART,3874.0,0.67,-5.41,-4.68,5.97,-16.3,19.8,126,6.75,8.27,25.65,-16.23,74.7,83.0,4644.0,3600.0,2026-07-31
DEVYANI,118.53,0.14,3.57,3.97,25.31,-13.32,78.6,126,-2.41,-2.25,18.53,-28.61,44.6,83.0,137.42,91.55,2026-07-31
GESHIP,1371.3,0.04,-2.83,-3.04,18.52,-20.25,26.2,126,12.92,9.07,34.52,-12.44,78.3,83.0,1785.74,1102.04,2026-07-31
ZEEL,112.21,3.77,23.69,23.67,64.07,-3.06,95.2,126,17.27,15.41,69.25,-19.72,73.5,83.0,118.35,68.0,2026-07-31
SMARTWORKS,469.05,-2.28,7.07,5.35,25.94,-6.19,80.2,126,7.42,9.33,32.18,-24.13,65.1,83.0,515.0,361.5,2026-07-31
IGPL,468.15,2.1,17.54,11.33,43.85,0.11,100.0,125,18.13,18.5,37.71,-7.82,96.3,82.0,478.09,311.6,2026-07-31
NBIFIN,2202.4,-0.07,14.24,15.88,39.08,-4.3,93.6,125,2.44,1.86,30.17,-23.58,58.5,82.0,2453.0,1539.0,2026-07-31
GREENLAM,252.2,-0.77,6.89,7.06,24.83,-5.56,77.6,125,3.56,0.29,28.83,-18.74,51.2,82.0,275.57,197.29,2026-07-31
AETHER,1490.8,0.01,30.76,31.08,62.56,-0.67,98.4,126,18.14,18.86,31.05,0.58,100.0,83.0,1538.5,891.6,2026-07-31
LOKESHMACH,338.5,1.97,43.71,34.54,102.25,-1.6,96.0,125,38.42,36.72,73.45,14.75,100.0,82.0,349.85,158.0,2026-07-31
PTC,169.13,0.79,-5.12,-4.7,10.02,-25.62,34.1,126,11.15,14.87,30.15,-19.35,83.1,83.0,229.51,152.62,2026-07-31
DLF,654.85,-2.3,10.22,10.6,31.54,-3.31,88.9,126,2.79,-0.87,29.42,-25.61,48.2,83.0,683.42,483.33,2026-07-31
BHAGERIA,202.08,-2.02,19.23,25.37,58.95,-11.75,72.0,125,20.05,14.11,69.3,-17.43,72.0,82.0,236.9,126.11,2026-07-31
RATEGAIN,896.45,-2.89,40.12,44.09,104.6,-8.26,84.1,126,38.28,51.28,105.22,-28.56,75.9,83.0,997.25,437.0,2026-07-31
DIFFNKG,380.55,-1.96,24.14,23.39,60.46,-10.53,78.4,125,27.3,27.1,69.82,-15.71,91.5,82.0,436.2,216.8,2026-07-31
TINNARUBR,1042.15,-5.35,36.46,40.06,94.43,-12.42,93.6,125,27.11,28.94,77.67,-19.49,84.1,82.0,1322.0,527.45,2026-07-31
BALMLAWRIE,176.23,-1.61,0.06,-0.46,18.21,-10.44,42.1,126,6.18,5.95,22.69,-11.03,83.1,83.0,199.5,148.36,2026-07-31
MAMATA,385.95,0.29,-1.65,-2.91,29.14,-11.77,38.1,126,0.42,-2.33,38.78,-18.48,36.1,83.0,447.42,296.62,2026-07-31
CREDITACC,1614.0,1.48,22.63,25.16,42.22,1.44,100.0,126,10.61,8.51,34.43,-14.34,75.9,83.0,1620.0,1113.0,2026-07-31
ORIENTELEC,173.02,-0.37,-1.69,-2.04,12.37,-10.66,30.2,126,4.32,5.18,17.41,-10.49,77.1,83.0,200.43,148.4,2026-07-31
INDIGOPNTS,1080.9,-1.94,15.99,10.94,52.07,-1.94,97.6,126,8.19,6.4,43.58,-35.77,63.9,83.0,1112.1,708.05,2026-07-31
DIXON,14338.0,0.44,25.97,26.75,48.23,-1.72,98.4,126,11.32,11.69,32.93,-16.95,78.3,83.0,14685.0,9600.0,2026-07-31
KTKBANK,290.75,4.21,20.56,16.08,62.06,1.82,100.0,126,23.78,22.27,52.95,3.98,100.0,83.0,292.5,175.32,2026-07-31
CELLO,338.8,-1.39,-15.75,-14.97,0.01,-33.7,0.8,125,-12.93,-14.23,0.54,-26.19,1.2,82.0,522.69,335.12,2026-07-31
FINEORG,4866.0,1.73,4.87,5.0,23.25,-8.57,71.4,126,10.08,8.56,34.8,-5.18,84.3,83.0,5394.8,3881.72,2026-07-31
JISLJALEQS,29.39,-2.46,-9.75,-9.72,6.22,-22.45,4.8,126,-5.3,-8.12,28.15,-27.32,24.1,83.0,38.69,27.1,2026-07-31
E2E,492.55,0.22,63.35,65.52,141.28,-9.21,97.6,126,53.36,56.75,106.78,10.14,100.0,83.0,567.8,200.04,2026-07-31
GALAXYSURF,1928.0,-0.54,5.77,5.25,28.75,-6.32,78.4,125,2.71,0.71,30.27,-16.5,51.2,82.0,2081.84,1492.96,2026-07-31
HMVL,95.08,0.09,32.2,35.67,70.0,-0.18,99.2,125,15.94,14.67,55.34,-12.61,57.3,82.0,96.85,55.2,2026-07-31
NOVARTIND,1575.5,-1.28,23.81,15.4,134.36,-7.43,85.3,75,81.34,70.19,137.44,50.29,100.0,12.0,1780.0,672.25,2026-07-31
INDIQUBE,170.59,-5.12,3.67,0.98,27.73,-6.48,58.4,125,0.0,-1.21,27.16,-31.45,43.9,82.0,191.0,131.15,2026-07-31
SHREERAMA,38.82,-0.36,-17.38,-15.74,2.02,-37.55,0.8,125,-16.17,-16.2,3.51,-33.48,3.7,82.0,65.0,37.62,2026-07-31
BDL,1245.9,-1.26,-4.29,-4.44,13.61,-20.36,21.4,126,-0.72,-2.4,24.79,-20.29,42.2,83.0,1588.25,1086.0,2026-07-31
ZYDUSWELL,566.0,-2.32,19.21,13.59,51.84,-6.06,85.7,126,20.7,19.83,40.16,1.71,100.0,83.0,611.85,366.82,2026-07-31
ARVINDFASN,446.9,-0.45,-1.06,-3.3,18.06,-10.83,34.9,126,3.59,2.6,26.54,-13.26,65.1,83.0,514.2,366.2,2026-07-31
BIRLACABLE,194.11,-2.1,23.41,24.51,87.29,-17.11,79.2,125,34.89,27.91,93.79,-14.78,93.9,82.0,239.47,103.34,2026-07-31
LLOYDSENT,79.04,-1.65,27.33,17.14,91.14,-3.88,94.4,126,30.91,26.71,84.23,-29.93,92.8,83.0,83.8,40.66,2026-07-31
AEGISVOPAK,292.3,-1.05,37.65,41.2,80.95,-3.69,93.7,126,12.82,-2.47,68.64,-30.16,45.8,83.0,311.49,157.89,2026-07-31
RSYSTEMS,263.47,-0.27,-2.64,-0.86,19.67,-29.71,42.9,126,-12.92,-12.31,2.93,-33.49,13.3,83.0,379.78,213.52,2026-07-31
GOCOLORS,343.0,6.19,8.13,5.82,43.88,-18.0,62.4,125,5.01,6.69,58.58,-41.57,59.8,82.0,440.0,237.05,2026-07-31
WCIL,88.86,-0.95,-10.94,-10.22,14.11,-26.62,6.3,126,-4.91,-8.07,28.84,-28.79,25.3,83.0,123.9,77.02,2026-07-31
BFUTILITIE,561.2,-2.42,5.82,1.67,50.98,-16.56,56.3,126,17.19,12.44,63.71,-40.37,80.7,83.0,694.55,368.7,2026-07-31
UNITDSPR,1531.9,1.83,15.63,15.72,26.66,1.53,100.0,126,0.11,-0.93,16.45,-11.52,45.8,83.0,1536.8,1201.55,2026-07-31
FUSION,198.58,-3.41,8.63,8.84,43.65,-16.26,75.4,126,12.54,7.6,56.55,-14.11,65.1,83.0,243.0,136.5,2026-07-31
AURIONPRO,734.4,0.37,-13.44,-14.5,1.34,-27.0,2.4,126,-6.19,-8.03,19.99,-28.8,22.9,83.0,1042.55,719.6,2026-07-31
PAISALO,71.06,-0.46,58.36,51.07,129.45,-3.69,87.3,126,54.5,49.88,101.12,1.78,100.0,83.0,77.39,30.0,2026-07-31
CEINSYS,840.2,-1.38,-12.62,-10.63,-0.48,-31.65,0.0,110,-8.14,-7.0,7.94,-26.36,27.5,51.0,1249.9,836.15,2026-07-31
CREST,377.2,1.07,5.36,4.08,21.99,-6.74,81.6,125,4.85,2.74,27.68,-17.25,70.7,82.0,414.0,298.15,2026-07-31
NTPC,344.85,0.39,-7.13,-6.54,0.88,-15.93,5.6,126,1.13,-0.39,22.75,-15.51,49.4,83.0,414.4,335.22,2026-07-31
PREMIERPOL,73.53,-0.1,27.22,30.81,54.64,-7.49,92.8,125,12.53,8.75,48.09,-10.06,81.7,82.0,85.45,44.91,2026-07-31
ECLERX,1910.9,-2.1,20.71,24.88,44.23,-22.75,88.1,126,-9.83,-8.66,37.82,-41.43,22.9,83.0,2497.5,1320.0,2026-07-31
SUYOG,860.75,-1.65,17.88,12.79,60.83,-4.51,89.6,125,22.57,18.36,48.45,-2.7,97.6,82.0,921.15,528.0,2026-07-31
KSOLVES,279.25,-0.94,-2.34,-1.22,14.31,-18.96,31.0,126,2.02,0.22,25.89,-15.25,50.6,83.0,349.26,242.47,2026-07-31
BAJAJFINSV,1909.4,-0.78,4.72,6.17,17.11,-7.26,77.0,126,-4.02,-8.2,15.63,-17.99,38.6,83.0,2073.13,1595.64,2026-07-31
OBEROIRLTY,1814.4,-1.2,11.25,10.92,28.84,-7.02,84.0,125,10.93,10.91,28.68,-12.53,93.9,82.0,1983.95,1387.98,2026-07-31
MALLCOM,1031.5,-0.75,-2.85,-1.82,9.92,-15.19,35.2,125,-4.64,-4.9,10.21,-17.49,28.0,82.0,1292.8,929.0,2026-07-31
RELIGARE,252.4,0.84,7.8,10.63,25.5,-9.33,73.0,126,6.64,9.74,33.69,-16.57,67.5,83.0,280.0,196.51,2026-07-31
AMAGI,658.6,1.18,58.67,63.47,107.96,0.5,100.0,126,31.74,17.32,74.04,-4.21,94.4,72.0,677.8,310.2,2026-07-31
HDBFS,680.95,0.18,0.43,0.08,21.96,-9.96,50.8,126,1.99,-4.14,34.73,-24.33,42.2,83.0,786.55,553.72,2026-07-31
TIRUPATIFL,70.41,-3.11,56.68,60.2,112.65,-13.66,93.6,125,29.99,23.51,80.54,-4.55,97.6,82.0,83.9,32.25,2026-07-31
MAPMYINDIA,1184.75,1.86,22.04,26.15,47.89,-10.31,88.8,125,-10.51,-16.17,28.82,-48.82,32.9,82.0,1345.0,795.0,2026-07-31
SBCL,735.95,-0.43,31.68,23.11,96.12,-7.32,77.8,126,48.15,43.65,106.88,-0.5,98.8,83.0,814.0,368.6,2026-07-31
BIKAJI,643.7,0.29,-0.32,0.1,6.88,-6.64,50.4,125,0.96,2.39,11.66,-11.71,65.9,82.0,707.37,591.39,2026-07-31
IONEXCHANG,417.5,-1.51,9.86,8.02,31.6,-10.85,86.5,126,8.79,8.53,28.61,-8.9,90.4,83.0,486.0,312.7,2026-07-31
GNA,530.8,-0.25,28.4,27.1,53.27,-10.34,96.0,126,8.52,12.92,36.78,-18.42,65.1,83.0,601.65,333.31,2026-07-31
HINDUNILVR,2107.9,-0.47,-3.88,-3.09,4.21,-13.54,15.9,126,-3.02,-3.43,8.12,-12.95,30.1,83.0,2454.63,2002.14,2026-07-31
INTERARCH,1790.4,-0.53,-4.28,-3.35,9.71,-19.85,26.4,125,-2.1,-3.53,15.86,-17.87,39.0,82.0,2298.0,1600.0,2026-07-31
3MINDIA,34940.0,-1.37,6.08,6.6,21.14,-5.82,77.6,125,-1.17,-4.15,20.51,-19.24,41.5,82.0,37487.1,28319.86,2026-07-31
GEOJITFSL,75.44,0.08,11.19,8.53,46.36,-9.02,77.0,126,14.56,16.71,47.75,-21.27,71.1,83.0,83.92,49.9,2026-07-31
ELANTAS,9325.0,-2.42,-3.17,-2.12,3.28,-13.3,30.0,70,0.26,1.45,5.69,-4.58,57.1,7.0,10965.0,8900.0,2026-07-31
GMDCLTD,559.65,-2.54,-7.87,-6.35,5.84,-25.06,12.7,126,8.83,11.42,35.01,-23.98,74.7,83.0,771.9,521.0,2026-07-31
GAUDIUMIVF,140.14,-1.99,35.0,26.88,98.3,-11.39,91.3,104,37.01,36.88,57.99,10.26,100.0,45.0,163.18,69.18,2026-07-31
KECL,136.17,-5.09,31.08,25.3,73.44,-5.25,95.2,126,26.63,28.23,65.66,-15.37,86.7,83.0,148.0,77.1,2026-07-31
HONAUT,39505.0,-1.5,21.15,22.96,50.49,-1.5,97.6,125,13.4,15.28,50.94,-20.38,65.9,82.0,41495.0,26146.08,2026-07-31
LTTS,3559.1,-0.72,4.75,4.59,17.03,-7.79,81.0,126,-2.48,-0.95,13.72,-24.61,42.2,83.0,3886.18,2976.44,2026-07-31
SPANDANA,259.8,-2.57,5.4,2.09,41.08,-16.34,65.1,126,11.94,5.28,53.45,-22.13,68.7,83.0,319.4,181.1,2026-07-31
MARSONS,109.4,-0.3,-16.67,-17.89,3.56,-35.93,1.1,95,-20.32,-17.34,-4.0,-32.9,0.0,35.0,175.4,104.16,2026-07-31
MCLEODRUSS,51.71,0.14,4.72,-4.36,78.49,-34.05,43.2,125,45.13,40.95,106.49,-26.27,84.1,82.0,78.41,28.5,2026-07-31
PRINCEPIPE,262.65,-1.0,1.96,0.27,27.47,-10.17,54.4,125,8.33,6.74,39.36,-11.67,75.6,82.0,302.0,205.0,2026-07-31
ALOKINDS,11.85,-1.25,-10.92,-9.99,5.99,-27.52,0.8,126,-7.82,-9.43,13.69,-21.19,20.5,83.0,17.0,11.11,2026-07-31
WAAREEINDO,295.45,-4.98,-25.25,-25.58,-4.98,-45.37,0.0,126,-0.56,-1.64,28.86,-31.72,43.4,83.0,540.85,295.45,2026-07-31
KIOCL,356.2,-1.43,-3.26,-5.65,19.97,-15.17,32.5,126,10.8,12.75,35.58,-16.96,78.3,83.0,442.0,290.65,2026-07-31
HEALTHX,310.2,1.56,6.02,6.65,20.72,-8.12,74.4,125,5.01,8.28,25.46,-17.07,61.0,82.0,347.85,252.5,2026-07-31
PATELRMART,223.82,0.23,14.04,11.61,48.01,-6.45,94.4,126,13.1,8.41,43.38,-13.24,88.0,83.0,246.78,150.25,2026-07-31
KELLTONTEC,13.89,-1.77,-12.5,-11.22,4.91,-30.41,0.8,126,-5.82,-6.26,15.71,-24.12,31.3,83.0,22.0,13.0,2026-07-31
SANOFI,3366.3,-1.57,-2.49,-1.02,8.69,-17.48,38.1,126,-9.2,-12.47,7.85,-21.29,18.1,83.0,4097.68,3054.0,2026-07-31
KAMAHOLD,2507.6,-1.2,-3.06,-3.24,0.94,-7.83,11.4,70,2.69,1.76,9.16,-0.66,88.9,9.0,2750.0,2461.0,2026-07-31
DOMS,2255.0,-1.11,-1.26,-1.76,9.69,-9.21,29.6,125,-2.72,-3.14,10.01,-12.65,18.3,82.0,2755.0,2023.9,2026-07-31
CLEANMAX,1309.0,-1.45,19.61,12.02,70.07,-12.38,76.5,102,46.27,44.5,78.97,14.61,100.0,44.0,1536.0,727.1,2026-07-31
BUILDPRO,1212.2,-1.46,18.2,15.17,70.62,-6.64,90.5,126,22.57,15.37,79.59,-6.7,93.7,79.0,1365.0,637.99,2026-07-31
PROTEAN,619.55,-1.89,8.01,5.08,38.79,-6.76,79.4,126,1.88,6.29,32.47,-34.91,61.4,83.0,696.75,444.0,2026-07-31
CESC,164.93,0.49,-0.21,0.29,15.38,-17.0,50.8,126,10.34,11.11,38.81,-14.32,78.3,83.0,204.5,141.02,2026-07-31
INTLCONV,74.37,-0.27,-3.74,-5.5,23.72,-11.83,16.7,126,4.15,0.91,34.72,-20.28,53.0,83.0,86.1,60.0,2026-07-31
COLPAL,2084.8,-3.77,1.74,0.26,17.93,-8.1,52.4,126,0.81,0.42,15.2,-12.51,54.2,83.0,2274.78,1761.24,2026-07-31
CAMS,793.15,0.09,8.22,6.12,28.08,-4.67,88.1,126,10.62,9.23,31.59,-10.72,91.6,83.0,840.54,608.25,2026-07-31
TARIL,293.55,-1.49,-2.91,-5.17,27.86,-18.22,31.7,126,14.15,11.57,47.38,-15.44,84.3,83.0,372.0,224.05,2026-07-31
VISAKAIND,81.61,-1.95,21.13,21.06,60.94,-4.61,92.9,126,19.81,19.96,55.91,-16.34,90.4,83.0,87.9,49.43,2026-07-31
NAVA,553.15,-1.5,-7.35,-6.96,4.08,-24.27,9.5,126,7.42,7.97,31.24,-19.01,75.9,83.0,739.4,522.55,2026-07-31
CLSEL,279.95,0.45,4.22,1.39,36.39,-6.7,66.4,125,10.04,7.99,41.83,-11.31,78.0,82.0,321.0,203.75,2026-07-31
REFEX,298.65,-5.18,15.12,16.68,58.43,-17.79,64.8,125,32.13,24.86,87.98,-18.04,91.5,82.0,370.22,187.4,2026-07-31
SAGCEM,175.64,0.14,-2.74,-2.65,16.97,-13.38,23.8,126,-3.11,-3.57,16.35,-21.93,22.9,83.0,205.48,148.7,2026-07-31
ESSARSHPNG,20.03,-0.99,-17.68,-16.61,0.15,-35.47,0.8,126,-6.12,-5.46,19.69,-31.24,33.7,83.0,32.29,18.61,2026-07-31
STYRENIX,2457.6,-1.0,15.64,11.14,36.69,-1.0,98.4,126,14.95,16.65,29.15,-3.32,96.4,83.0,2525.5,1780.0,2026-07-31
ONGC,241.59,1.38,-9.37,-9.82,3.64,-19.84,8.7,126,0.31,-3.79,27.64,-20.93,43.4,83.0,307.5,227.65,2026-07-31
LODHA,1287.15,-2.22,38.09,40.33,90.13,-2.22,98.4,126,7.21,-2.32,54.3,-36.58,43.4,83.0,1344.95,650.8,2026-07-31
AJAXENGG,581.25,0.8,11.62,10.41,43.84,-5.52,87.2,125,11.0,15.3,34.06,-26.22,85.4,82.0,625.05,394.8,2026-07-31
JUBLINGREA,728.45,-1.31,12.54,13.18,35.03,-4.31,82.5,126,9.47,11.83,22.19,-20.55,85.5,83.0,792.33,535.5,2026-07-31
HOMEFIRST,1188.2,1.17,6.91,4.28,31.94,-7.18,80.0,125,6.24,3.54,29.68,-10.45,73.2,82.0,1289.6,889.54,2026-07-31
TRANSPEK,1101.1,5.39,3.3,7.42,13.81,-12.39,64.3,70,-9.6,-10.14,-5.68,-13.5,0.0,7.0,1269.0,952.3,2026-07-31
BAJFINANCE,1053.5,-0.09,12.31,12.84,32.24,-1.47,96.0,126,3.46,0.61,26.12,-13.07,51.8,83.0,1074.4,783.09,2026-07-31
DYCL,384.65,-2.35,19.7,20.49,59.89,-13.69,85.7,126,18.46,17.25,53.42,-19.64,89.2,83.0,469.0,236.47,2026-07-31
BIRLACORPN,885.0,-0.47,-6.68,-8.4,14.58,-18.57,17.5,126,1.63,0.64,28.84,-18.95,51.8,83.0,1101.68,759.72,2026-07-31
BHARATCOAL,33.79,-1.4,-5.36,-5.69,12.82,-20.59,30.2,126,8.12,8.95,31.79,-16.25,73.0,74.0,44.4,29.74,2026-07-31
KAMDHENU,34.06,-4.99,39.09,45.4,96.99,-7.34,96.0,126,26.23,18.1,73.28,-20.93,90.4,83.0,37.06,16.15,2026-07-31
PENINLAND,15.8,-1.8,-7.95,-6.12,12.94,-28.73,21.4,126,-9.56,-7.98,9.86,-32.87,15.7,83.0,22.68,13.82,2026-07-31
KARURVYSYA,340.3,0.06,15.08,15.99,31.32,0.06,100.0,126,1.91,2.83,17.94,-12.78,60.2,83.0,345.22,253.58,2026-07-31
SETL,270.25,2.76,82.46,97.25,155.8,-8.87,87.2,125,46.59,24.37,143.04,-12.8,86.6,82.0,305.3,104.56,2026-07-31
TIRUMALCHM,168.87,-0.35,-8.54,-8.17,5.74,-23.95,23.8,126,-2.63,-0.76,16.13,-24.8,44.6,83.0,225.71,158.0,2026-07-31
VIKRAN,71.62,-2.13,1.72,0.48,38.0,-21.49,52.4,126,-0.3,1.17,46.88,-40.35,50.6,83.0,91.95,51.1,2026-07-31
ORKLAINDIA,560.85,-0.83,-6.41,-7.06,4.35,-13.74,14.3,126,4.63,5.59,18.43,-14.05,74.7,83.0,659.95,533.25,2026-07-31
LINC,100.14,-1.79,-3.31,-2.07,15.68,-15.56,34.1,126,-1.24,-4.31,33.93,-18.28,37.3,83.0,122.75,85.01,2026-07-31
DEEPAKFERT,1532.4,-5.77,25.85,20.93,75.71,-7.93,77.0,126,34.29,33.58,83.76,-21.45,90.4,83.0,1680.0,866.4,2026-07-31
SRM,498.2,-1.39,7.4,2.27,33.32,-7.24,59.2,125,14.01,18.36,34.35,-21.46,76.8,82.0,568.45,361.35,2026-07-31
TENNIND,538.9,0.06,-5.29,-5.37,6.9,-17.26,16.7,126,7.15,7.55,20.61,-13.33,83.1,83.0,657.0,501.0,2026-07-31
BALKRISIND,2306.9,10.82,3.44,4.55,17.08,-14.91,80.8,125,-6.13,-6.61,10.23,-22.3,22.0,82.0,2769.83,1966.33,2026-07-31
JYOTICNC,812.75,-1.22,8.47,6.05,38.81,-5.82,82.5,126,-8.22,-7.33,15.54,-27.36,27.7,83.0,885.5,580.1,2026-07-31
GHCL,440.05,0.2,-3.39,-1.08,7.75,-15.66,42.1,126,-5.89,-5.86,6.65,-21.25,14.5,83.0,553.09,405.66,2026-07-31
